epoch,model,train_acc,val_acc,loss,epoch_time_sec,checkpoint
52,cnn_lstm,99.87105505055663,99.9083409715857,0.006674535289465775,144.63,cnn_lstm_99.91_20251013_013656.pth
53,cnn_lstm,99.88892860790521,99.87396883593034,0.005748930353347999,143.08,cnn_lstm_99.91_20251013_013656.pth
54,cnn_lstm,99.88892860790521,99.83959670027498,0.006107318293635554,143.06,cnn_lstm_99.91_20251013_013656.pth
55,cnn_lstm,99.90552548258604,99.86251145737855,0.005421385424757112,144.68,cnn_lstm_99.91_20251013_013656.pth
56,cnn_lstm,99.88637524256971,99.75939505041246,0.005427830689005871,143.05,cnn_lstm_99.91_20251013_013656.pth
57,cnn_lstm,99.89914206924726,99.77085242896425,0.005128950781347328,142.87,cnn_lstm_99.91_20251013_013656.pth
58,cnn_lstm,99.88765192523746,99.86251145737855,0.005773278342053371,144.72,cnn_lstm_99.91_20251013_013656.pth
59,cnn_lstm,99.88254519456643,99.79376718606783,0.005863643436219764,142.81,cnn_lstm_99.91_20251013_013656.pth
60,cnn_lstm,99.90807884792156,99.79376718606783,0.0051085483084419275,143.02,cnn_lstm_99.91_20251013_013656.pth
61,cnn_lstm,99.88637524256971,99.83959670027498,0.005159640491638621,144.67,cnn_lstm_99.91_20251013_013656.pth
62,cnn_lstm,99.89658870391176,99.8166819431714,0.005421369027706296,143.03,cnn_lstm_99.91_20251013_013656.pth
63,cnn_lstm,99.90807884792156,99.71356553620532,0.004934514306377739,143.05,cnn_lstm_99.91_20251013_013656.pth
64,cnn_lstm,99.89403533857624,99.82813932172319,0.005170562149201187,144.61,cnn_lstm_99.91_20251013_013656.pth
65,cnn_lstm,99.90807884792156,99.85105407882676,0.004520514215129131,142.87,cnn_lstm_99.91_20251013_013656.pth
66,cnn_lstm,99.90424879991829,99.82813932172319,0.004542635833295128,142.96,cnn_lstm_99.91_20251013_013656.pth
67,cnn_lstm,99.9272290879379,99.88542621448212,0.004022519822097021,142.94,cnn_lstm_99.91_20251013_013656.pth
68,cnn_lstm,99.89786538657951,99.82813932172319,0.004939156186856764,144.77,cnn_lstm_99.91_20251013_013656.pth
69,cnn_lstm,99.91573894392809,99.78230980751604,0.004468956629580343,143.01,cnn_lstm_99.91_20251013_013656.pth
70,cnn_lstm,99.91701562659586,99.8166819431714,0.004337770917423789,143.03,cnn_lstm_99.91_20251013_013656.pth
71,cnn_lstm,99.91701562659586,99.70210815765353,0.004576549300054699,144.8,cnn_lstm_99.91_20251013_013656.pth
72,cnn_lstm,99.9182923092636,99.79376718606783,0.0038603141996230122,143.01,cnn_lstm_99.91_20251013_013656.pth
73,cnn_lstm,99.92212235726687,99.78230980751604,0.0039031543546236076,143.03,cnn_lstm_99.91_20251013_013656.pth
74,cnn_lstm,99.91063221325707,99.75939505041246,0.004331578494597097,144.65,cnn_lstm_99.91_20251013_013656.pth
75,cnn_lstm,99.92212235726687,99.88542621448212,0.00432218170775865,143.07,cnn_lstm_99.91_20251013_013656.pth
76,cnn_lstm,99.90041875191503,99.80522456461962,0.00441669350236202,142.95,cnn_lstm_99.91_20251013_013656.pth
77,cnn_lstm,99.93233581860893,99.80522456461962,0.003820970417605437,144.87,cnn_lstm_99.91_20251013_013656.pth
78,cnn_lstm,99.93361250127668,99.79376718606783,0.003858567791833012,142.64,cnn_lstm_99.91_20251013_013656.pth
79,cnn_lstm,99.90552548258604,99.91979835013748,0.004579665848014065,142.63,cnn_lstm_99.92_20251013_024131.pth
80,cnn_lstm,99.90807884792156,99.9083409715857,0.004318328341756016,143.96,cnn_lstm_99.92_20251013_024131.pth
81,cnn_lstm,99.92850577060565,99.85105407882676,0.003794462373526572,143.27,cnn_lstm_99.92_20251013_024131.pth
82,cnn_lstm,99.91190889592482,99.86251145737855,0.004268917792255191,143.58,cnn_lstm_99.92_20251013_024131.pth
83,cnn_lstm,99.92339903993464,99.83959670027498,0.0034278148488357187,143.61,cnn_lstm_99.92_20251013_024131.pth
84,cnn_lstm,99.92978245327342,99.89688359303392,0.00316518135262646,143.6,cnn_lstm_99.92_20251013_024131.pth
85,cnn_lstm,99.92595240527015,99.71356553620532,0.003510985087653911,143.58,cnn_lstm_99.92_20251013_024131.pth
86,cnn_lstm,99.91701562659586,99.82813932172319,0.0038398960394037257,143.67,cnn_lstm_99.92_20251013_024131.pth
87,cnn_lstm,99.92850577060565,99.9083409715857,0.003258558690433133,143.6,cnn_lstm_99.92_20251013_024131.pth
88,cnn_lstm,99.91956899193137,99.83959670027498,0.003983822928484523,143.52,cnn_lstm_99.92_20251013_024131.pth
89,cnn_lstm,99.9182923092636,99.80522456461962,0.003933882379192164,143.65,cnn_lstm_99.92_20251013_024131.pth
90,cnn_lstm,99.9182923092636,99.88542621448212,0.0035691781207298247,143.68,cnn_lstm_99.92_20251013_024131.pth
91,cnn_lstm,99.92339903993464,99.88542621448212,0.003737998623663934,143.63,cnn_lstm_99.92_20251013_024131.pth
92,cnn_lstm,99.92978245327342,99.79376718606783,0.003324993796479992,143.59,cnn_lstm_99.92_20251013_024131.pth
93,cnn_lstm,99.93488918394443,99.74793767186068,0.0036742107887601967,143.67,cnn_lstm_99.92_20251013_024131.pth
94,cnn_lstm,99.9361658666122,99.85105407882676,0.00290954864653811,143.64,cnn_lstm_99.92_20251013_024131.pth
95,cnn_lstm,99.91956899193137,99.88542621448212,0.003806806739448104,143.57,cnn_lstm_99.92_20251013_024131.pth
96,cnn_lstm,99.92212235726687,99.85105407882676,0.0036721665461409343,143.62,cnn_lstm_99.92_20251013_024131.pth
97,cnn_lstm,99.93105913594117,99.8166819431714,0.0032183206874833743,143.48,cnn_lstm_99.92_20251013_024131.pth
98,cnn_lstm,99.93744254927995,99.88542621448212,0.003139456775939427,143.65,cnn_lstm_99.92_20251013_024131.pth
99,cnn_lstm,99.93233581860893,99.82813932172319,0.003043896164583269,143.64,cnn_lstm_99.92_20251013_024131.pth
100,cnn_lstm,99.9361658666122,99.78230980751604,0.003389819172604843,143.69,cnn_lstm_99.92_20251013_024131.pth
101,cnn_lstm,99.9182923092636,99.86251145737855,0.0034555690839765552,143.33,cnn_lstm_99.92_20251013_024131.pth
102,cnn_lstm,99.92978245327342,99.78230980751604,0.003324466622930936,143.59,cnn_lstm_99.92_20251013_024131.pth
103,cnn_lstm,99.9361658666122,99.85105407882676,0.0035446131277040434,143.64,cnn_lstm_99.92_20251013_024131.pth
104,cnn_lstm,99.947656010622,99.77085242896425,0.002921846508401347,143.67,cnn_lstm_99.92_20251013_024131.pth
105,cnn_lstm,99.93999591461547,99.82813932172319,0.0028127378892509633,143.61,cnn_lstm_99.92_20251013_024131.pth
106,cnn_lstm,99.92595240527015,99.87396883593034,0.003224645555921238,143.64,cnn_lstm_99.92_20251013_024131.pth
107,cnn_lstm,99.93744254927995,99.79376718606783,0.003017918291645074,143.75,cnn_lstm_99.92_20251013_024131.pth
108,cnn_lstm,99.93488918394443,99.9083409715857,0.0036452620781193467,143.67,cnn_lstm_99.92_20251013_024131.pth
